id,página,difunto/evento (probable),tipo,términos,voz,1ª persona,motivo clasif.,cita / contexto
1,335,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"De su enraizamiento en España, a la muerte de Felipe II (15911598)"
2,335,Emperatriz María (†1603),muerte,muerte,diario,,cuerpo del diario,de las grandezas de España a la muerte de la
3,335,Emperatriz María (†1603),muerte,muerte,diario,,cuerpo del diario,"El papeleo que hay antes de la muerte, y que se reconoce después"
4,335,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,El inventario de los bienes (I) con su cadáver presente
5,335,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,un cadáver viajero
6,13,Emperador/triz (?),ceremonia,difunto,diario,,cuerpo del diario,mi amado y difunto padre el señor Cristóbal Khevenhüller de Aichberg y
7,17,Emperador/triz (?),ceremonia,difunto,diario,,cuerpo del diario,extracto sacado de diversos escritos de mi amado y difunto padre el señor Cristóbal Khevenhüller de
8,20,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,entierro en la iglesia de San
9,20,(general / otros),ceremonia,túmulo,diario,,cuerpo del diario,un túmulo y mausoleo en los Jerónimos de Madrid
10,20,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,cadáver y depósito en esta iglesia
11,28,Carlos V,muerte,muerte,diario,,cuerpo del diario,«La propia muerte del Conde de Luna
12,28,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,Murió Luna el 12 de
13,28,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,a Felipe II de la muerte del embajador se hizo cargo Maximiliano [II]
14,28,Felipe II (†1598),ceremonia,pésame,diario,,cuerpo del diario,"lo largo de todo el año, el envío de una embajada de pésame, o a su vez"
15,28,Felipe II (†1598),ceremonia,"condolencia, condolencias",diario,,cuerpo del diario,"las contestaciones a las condolencias, ocuparon el quehacer de las secretarías de Estado o las cancillerías"
16,29,Felipe II (†1598),ceremonia,"muerte, pésame",diario,,cuerpo del diario,"Y, en fin, para dar el pésame por la muerte de Luna, se mandó (1564-1565)"
17,29,(general / otros),ceremonia,pésame,diario,,cuerpo del diario,pésame y de la instrucción de su embajada es de septiembre de 1564
18,31,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,"cargo, lo consiguió finalmente y en una nueva misión mandada por Felipe II, murió el 13 de febrero de 1571"
19,32,Emperador Maximiliano II (†1576),muerte,muerte,diario,,cuerpo del diario,"cualquier caso, hasta en el lecho de muerte la actitud de Maximiliano II"
20,32,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,murió Enrique IV de Castilla
21,32,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,"desde Ratisbona, donde murió, llevaban la lacónica apostilla «si les parece que el Rey [Felipe II] la vea, en buena hora, y si no rómpanla»"
22,32,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"no saber qué hacer al llegar las noticas de la muerte de Maximiliano, así"
23,33,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"Para cumplimentar a Rodolfo II por la muerte de su padre, mandó"
24,37,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,"juegos cortesanos (en 1611 Matías había vencido a Rodolfo II, que murió"
25,39,Príncipe don Carlos,muerte,muerte,aparato,,señal aparato: vease,"Carlos, luego su muerte y finalmente la de la reina hicieron saltar por los"
26,39,Príncipe don Carlos,muerte,muerte,diario,,cuerpo del diario,"En verdad26, cuando llegó la notica de la muerte"
27,39,Felipe II (†1598),muerte,moría,diario,,cuerpo del diario,"Y entre tanto, se moría la reina Isabel de Valois y el trono de Felipe II"
28,40,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,"La ocupó hasta 1606, en que murió"
29,51,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"eso lugar tras la muerte de Gonzalo Pérez, acaecida el 12 de abril de 1566"
30,54,Felipe II (†1598),ceremonia,difunto,diario,sí,cuerpo del diario,"de nuestro difunto primo el señor Mauricio Cristóbal, el señor Agustín Khevenhüller"
31,54,Felipe II (†1598),muerte,moriría,diario,,cuerpo del diario,Un año más tarde moriría
32,58,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"de un año emblemático el de la muerte de Felipe II, 1598"
33,63,Emperador/triz (?),muerte,finó,diario,,cuerpo del diario,con sus sobremesas y tres alcatifas [tapetes de mesa finos]
34,65,(general / otros),ceremonia,hachas,diario,,cuerpo del diario,"un escritorio pequeño con papeles, velas y hachas de"
35,65,(general / otros),ceremonia,cera,diario,,cuerpo del diario,cera blanca
36,76,Emperador/triz (?),muerte,muerte,diario,,cuerpo del diario,Pero el acontecimiento más trágico que vivió aquel año fue el de la muerte del Emperador Fernando (Alcalá de
37,78,Emperador Maximiliano II (†1576),muerte,murió,diario,,cuerpo del diario,nació en Viena el 3 de junio de 1540 y murió en Graz
38,78,Príncipe don Carlos,muerte,muerte,aparato,,señal aparato: bne,llegó la noticia de la muerte del Príncipe don Carlos y se suspendió el
39,79,Príncipe don Carlos,muerte,muerte,aparato,,señal aparato: bne,"la acción política, detención y muerte de don Carlos, el testimonio que"
40,79,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"nuevo, una trágica noticia, la muerte de la reina Isabel de Valois, esposa"
41,79,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,«Murió –escribe Hans– de un mal parto que le sobrevino de
42,79,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,pena de la prisión y muerte del Infante don Carlos y de otros accidentes»
43,79,Felipe II (†1598),ceremonia,pésame,aparato,,señal aparato: bne,los pésames y los asuntos de Flandes
44,80,Archiduque/esa,ceremonia,difunto,aparato,,señal aparato: bne,"del difunto» (BNE, 2571, p"
45,82,Príncipe (heredero),muerte,falleció,diario,,cuerpo del diario,"Cuando Kevenhuller falleció, era entonces su dueño Diego de Vargas Vivero, caballero de la orden de Calatrava y gentilhombre del príncipe Alberto de Austria"
46,87,Felipe II (†1598),muerte,moría,diario,,cuerpo del diario,El 12 de octubre de 1576 moría Maximiliano II en Ratisbona
47,87,Felipe II (†1598),ceremonia,pésame,diario,,cuerpo del diario,"A primeros de 1577 mandó Felipe II a don Luis Enríquez, Almirante de Castilla, a dar el pésame a Rodolfo II"
48,87,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,la reciente muerte (22-IX-1577) de Wenceslao
49,89,Don Juan de Austria,muerte,muerte,diario,,cuerpo del diario,"Pero además, la muerte de don Enrique de Portugal provocó el que"
50,89,Felipe II (†1598),muerte,muerte,aparato,,señal aparato: bne,"191) Hans se detiene, cómo no, en la muerte el 26 de"
51,90,Felipe II (†1598),ceremonia,honras,diario,,cuerpo del diario,"Por ejemplo, las honras por la reina de España, la"
52,90,Emperatriz María (†1603),muerte,"fallecimiento, murió",aparato,,señal aparato: bne,A finales de diciembre murió don Diego y su fallecimiento entristeció a la
53,90,Príncipe (heredero),muerte,muerte,aparato,,señal aparato: bne,Igual de sonada fue la muerte del
54,91,Felipe II (†1598),muerte,moría,aparato,,señal aparato: p. 2,"En Madrid, mientras, moría la última hija de los que"
55,91,Emperador Maximiliano II (†1576),muerte,muriese,diario,,cuerpo del diario,a la gloriosa memoria del Emperador Fernando poco antes que muriese
56,91,Archiduque/esa,muerte,murió,diario,,cuerpo del diario,cual anduvo hasta el año de 1573 en que murió y el siguiente de 1575
57,95,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"están la muerte de un criado suyo en Praga, la pérdida de unos regalos"
58,95,Emperatriz María (†1603),muerte,muriera,aparato,,señal aparato: bne,Saboya había concebido varios hijos y pasaría el trono a ellos si muriera
59,96,Emperatriz María (†1603),muerte,murió,aparato,,señal aparato: bne,El 5 de enero murió Adam de Dietrichstein
60,96,Emperatriz María (†1603),muerte,muerte,aparato,,señal aparato: bne,Con ocasión de la muerte del confesor de Rodolfo II y el deseo de la Emperatriz
61,97,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"DE SU ENRAIZAMIENTO EN ESPAÑA, A LA MUERTE DE FELIPE II"
62,98,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,pero también «dejarlas hecho monasterio para mi entierro como lo tenía
63,101,(general / otros),ceremonia,cadáver,aparato,,señal aparato: hans se,"Hans se revolviera en la tumba, en Madrid, unos años después y al aparecer su cadáver incorrupto"
64,104,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"Aprovechando la muerte, entre otros, del Arzobispo de Toledo, se"
65,104,Emperatriz María (†1603),muerte,murió,diario,,cuerpo del diario,de febrero de 1595 murió en Bruselas Ernesto de Austria
66,104,Emperatriz María (†1603),ceremonia,difunto,diario,,cuerpo del diario,Felipe II se hizo cargo de las deudas contraídas por el difunto en Flandes
67,105,Felipe II (†1598),muerte,murió,aparato,,señal aparato: hans anota,Drake murió en una de sus
68,106,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,Gregoria Maximiliana murió
69,107,Emperatriz María (†1603),muerte,muerte,aparato,,señal aparato: hans anota,DE LAS GRANDEZAS DE ESPAÑA A LA MUERTE
70,109,Felipe II (†1598),ceremonia,enterrada,diario,,cuerpo del diario,"Sin embargo, ahora, pedía ser enterrada en las Descalzas, mientras viviera Margarita allí"
71,109,Emperador/triz (?),muerte,muerte,diario,,cuerpo del diario,Hasta el doce de marzo no se comunicó al Emperador la muerte de
72,110,Reina (?),muerte,muerte,diario,,cuerpo del diario,al Conde su pesar por la muerte de la Reina
73,110,Reina (?),muerte,muerte,diario,,cuerpo del diario,Desde luego él respiró aliviado porque con la muerte de doña María podría empezar la disolución
74,110,Reina (?),muerte,muerte,diario,,cuerpo del diario,"que la muerte en Buitrago de la esposa de Lerma se debió a la tristeza… Hubo otros acontecimientos sonados en la Corte, como la detención de la Marquesa del Valle, «a quien poco antes había engrandecido"
75,111,Emperador/triz (?),muerte,muerte,diario,,cuerpo del diario,"E incluso protegido por nuestro protagonista cuando el Emperador con excesiva insistencia le decía que volviera a «Alemania», estando el pobre al borde de la muerte en Madrid"
76,111,Emperador/triz (?),muerte,murió,diario,,cuerpo del diario,"Murió también el marqués de Mondéjar, casado con Beatriz de Dietrichstein"
77,112,(general / otros),ceremonia,difunta,diario,,cuerpo del diario,"de Valencia, y los reyes de Inglaterra (la difunta Isabel) y Francia para"
78,112,(general / otros),ceremonia,sepultar,diario,,cuerpo del diario,"habiéndosele dado, volvió a sepultar en el último y profundísimo"
79,113,(general / otros),ceremonia,enterrado,diario,,cuerpo del diario,"Toisón y las demás cosas que según su dignidad eran necesarias estuvo tres días sin ser enterrado a vista de todos, hasta que presentes"
80,113,(general / otros),ceremonia,sepulcro,aparato,,señal aparato: bne,"donde estuvo depositado por tiempo de diez años, pasados los cuales desde allí fue llevado al monasterio real de San Jerónimo y puesto en el sepulcro y capilla que él mismo se había edificado» (BNE, 2571"
81,113,Emperatriz María (†1603),ceremonia,difunta,diario,,cuerpo del diario,"Ante el licenciado Oribe de Vergara, Teniente de Corregidor se ha presentado don Rodrigo del Águila, Mayordomo Mayor de la Emperatriz ya difunta y don Juan Carrillo"
82,113,Emperatriz María (†1603),muerte,murió,diario,,cuerpo del diario,"«Dijeron que esta noche, a las ocho y media de ella poco más o menos, murió y pasó de esta presente vida el señor varón Juan Quibinel"
83,114,(general / otros),ceremonia,luto,diario,,cuerpo del diario,"a Arnoldo Flamengo, un vestido de luto"
84,114,Emperatriz María (†1603),ceremonia,luto,diario,,cuerpo del diario,"a Pedro Fuerte, 250 ducados y un vestido de luto"
85,114,Emperatriz María (†1603),ceremonia,luto,diario,,cuerpo del diario,"Emperatriz y él lo hizo maestresala suyo, 50 ducados y un vestido de luto"
86,115,(general / otros),ceremonia,luto,diario,,cuerpo del diario,"cribano 200 ducados y como a todos, un vestido de luto"
87,116,(general / otros),ceremonia,"enterrado, entierro",diario,,cuerpo del diario,"Luego, ordenaba ser enterrado en Madrid ahora sí «entierro honrado"
88,119,(general / otros),ceremonia,enterrado,diario,,cuerpo del diario,quería ser enterrado en
89,119,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,"San Pedro de Madrid, en un ataúd «como se suele poner a gentes de mi"
90,119,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,Que el acompañamiento del cadáver se
91,120,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,"entierro y dos capellanes, todo lo cual se habría de hacer con «solemnidad y con música de canto de órgano y ministriles y los cantores sean"
92,120,(general / otros),ceremonia,responso,diario,,cuerpo del diario,"acabada la fiesta, se rezaría un responso"
93,121,(general / otros),ceremonia,cera,diario,,cuerpo del diario,"para la cera, hostias y vino, 9"
94,121,(general / otros),ceremonia,funeral,diario,,cuerpo del diario,Que fueran ellos los que decidieran sobre la pompa funeral
95,122,(general / otros),ceremonia,entierro,diario,sí,cuerpo del diario,"Pero «como no hallé traza para dejarla hecha monasterio para mi entierro, como tenía pensado»"
96,122,(general / otros),ceremonia,"enterrado, sepultura",diario,,cuerpo del diario,así por más que él diga que «su cuerpo no fue enterrado en su sepultura
97,122,(general / otros),ceremonia,sepultura,diario,,cuerpo del diario,"propia», lo cual no es cierto, porque se trasladó a su sepultura propia en"
98,123,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,«Y toda la plata y la casa de Arganda para poder cumplir lo que mandó se hiciese en la capilla para su entierro y fundación de capellanes
99,123,(general / otros),ceremonia,"entierro, luto, lutos",diario,,cuerpo del diario,"el entierro y los lutos, 1"
100,125,Emperatriz María (†1603),ceremonia,difunta,diario,,cuerpo del diario,"de la difunta emperatriz doña María, y que ahora está al servicio de la"
101,126,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,"EL INVENTARIO DE LOS BIENES (I), CON SU CADÁVER PRESENTE"
102,127,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,«habiendo reconocido el cuerpo difunto en una sala alta donde estaba vestido con el hábito e insignia del Toisón con la decencia y ornato debido y conveniente a semejante persona…»
103,127,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,"decoro al cadáver, se cerraron las habitaciones destinadas a su custodia"
104,128,(general / otros),ceremonia,enterrar,diario,,cuerpo del diario,Supongo que al día siguiente se llevaron a enterrar a San Pedro el
105,128,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,cadáver de Hans
106,128,(general / otros),ceremonia,"difunto, difuntos",diario,,cuerpo del diario,"no queda archivo, ni libro de difuntos, ni nada"
107,128,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,querían «proseguir y hacer inventario de los bienes del dicho señor embajador difunto»
108,131,Emperatriz María (†1603),muerte,finó,aparato,,señal aparato: fol.,"en medio un unicornio muy fino, que parece dio la Majestad de la señora Emperatriz» (1 marzo y 7 onzas, fol"
109,133,(general / otros),ceremonia,honras,diario,,cuerpo del diario,El 20 de mayo de 1606 se hicieron las honras por Hans
110,133,(general / otros),ceremonia,honras,diario,,cuerpo del diario,honras del señor embajador no hubo lugar de juntarse para proseguir el
111,149,(general / otros),ceremonia,cera,diario,,cuerpo del diario,de cera blanca y doradas con armas
112,156,(general / otros),ceremonia,"cera, hachas",diario,,cuerpo del diario,"se recojan objetos como «la cesta blanca para fruta, con dos repartimientos», o los hacheros para el transporte de las hachas de cera, o las cajas"
113,157,Emperatriz María (†1603),ceremonia,cera,diario,,cuerpo del diario,"moscada, aceite de cera, aceite de espíritu de labenduce, aceite de liqui"
114,159,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,"bienes del difunto y que para poderse cumplir con las mandas testamentarias, «es necesario que se haga almoneda y se vendan los bienes de"
115,161,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,"embajador difunto…, o las iba a dar a sus criados (ents"
116,170,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,UN CADÁVER VIAJERO
117,170,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,"Real extramuros de esta dicha Villa, que es la capilla y entierro del dicho"
118,171,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,medio que tapaba una tumba del entierro del señor Embajador y otro
119,171,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,"Dentro del arca, había un ataúd grande de terciopelo negro guarnecido con pasamanos de oro y tachonado con tachuelas doradas"
120,171,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,Se sacó el ataúd del arca y se puso
121,171,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,«Y dentro de él [ataúd] pareció estar el dicho señor embajador
122,171,(general / otros),ceremonia,"ataúd, responso",diario,,cuerpo del diario,y encendidas las velas que había alrededor del ataúd le dijeron un solemne responso
123,171,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,En San Jerónimo «pusieron el dicho ataúd y cuerpo en medio del
124,171,(general / otros),ceremonia,"entierro, hachas",diario,,cuerpo del diario,"capítulo del dicho monasterio donde es el entierro del dicho señor Embajador, encima de una tumba grande» con seis hachas blancas ardiendo"
125,171,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,Allá quedó el ataúd hasta el día siguiente
126,171,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,metiera «en la bóveda del dicho capítulo que es el entierro del dicho
127,172,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,le diera entierro en San Jerónimo94
128,172,(general / otros),ceremonia,responso,diario,,cuerpo del diario,"Los monjes aceptaron, aunque querían decirle una misa y un responso como era costumbre"
129,172,(general / otros),ceremonia,responso,diario,,cuerpo del diario,"acabar, hubo un responso cantado también"
130,172,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,De nuevo se abrió el ataúd y
131,172,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,"ataúd, se hizo la entrega correspondiente y desde el capítulo lo llevaron"
132,172,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,del suelo el ataúd
133,172,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,"sobre todo, por «la fragancia» que «exhaló» el ataúd que se abrió un"
134,172,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,"…«a la capilla del señor licenciado Morillas difunto […] que es pared y medio del dicho capítulo donde estaba, por lo bajo al suelo, rompida [rota] la pared que divide la dicha capilla y capítulo»"
135,172,(general / otros),ceremonia,entierro,aparato,,señal aparato: ahn,Así que «en el hueco de la dicha pared que parece es la bóveda del dicho entierro y debajo del
136,172,(general / otros),ceremonia,ataúd,aparato,,señal aparato: ahn,su cuerpo dentro del dicho ataúd en la dicha bóveda»
137,173,(general / otros),ceremonia,ataúd,aparato,,señal aparato: ahn,"Sacaron el ataúd, lo abrieron y"
138,173,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,"Así que, por la razón que fuera movieron de nuevo el ataúd, pero"
139,173,(general / otros),ceremonia,ataúd,diario,,cuerpo del diario,el ataúd y «le limpiamos el polvo»
140,174,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,responde al entierro originario
141,174,Emperador/triz (?),ceremonia,enterrado,diario,,cuerpo del diario,Dice Quintana que «en el Capítulo está enterrado el Conde don Juan Rhebeniler [sic] –Embajador del
142,174,Emperador/triz (?),muerte,finó,diario,,cuerpo del diario,"Emperador– como lo dice la inscripción siguiente, escrita en un fino"
143,174,(general / otros),ceremonia,sepulcro,aparato,,señal aparato: pp. 3,«Sobre el sepulcro inédito del Obispo de Fossano en Colmenar de Oreja y su
144,174,(general / otros),ceremonia,sepulcro,aparato,,señal aparato: pp. 3,"relación con el sepulcro del Embajador Kevenhüller [sic]» en Archivo Español de Arte, (Madrid) 315"
145,175,(general / otros),ceremonia,sepulcro,diario,,cuerpo del diario,del Evangelio [de la capilla] se ve un magnifico sepulcro de mármol
146,175,(general / otros),ceremonia,entierro,diario,,cuerpo del diario,San Jerónimo el Real para que fuese su capilla y entierro perpetuo y
